46
AlexNet(
  (features): Sequential(
    (0): Conv2d(3, 64, kernel_size=(11, 11), stride=(4, 4), padding=(2, 2))
    (1): ReLU(inplace)
    (2): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(64, 192, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (4): ReLU(inplace)
    (5): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
    (6): Conv2d(192, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (7): ReLU(inplace)
    (8): Conv2d(384, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (9): ReLU(inplace)
    (10): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (11): ReLU(inplace)
    (12): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (classifier): Sequential(
    (0): Dropout(p=0.5)
    (1): Linear(in_features=9216, out_features=4096, bias=True)
    (2): ReLU(inplace)
    (3): Dropout(p=0.5)
    (4): Linear(in_features=4096, out_features=4096, bias=True)
    (5): Linear(in_features=4096, out_features=46, bias=True)
  )
)
AlexNet(
  (features): Sequential(
    (0): Conv2d(3, 64, kernel_size=(11, 11), stride=(4, 4), padding=(2, 2))
    (1): ReLU(inplace)
    (2): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(64, 192, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (4): ReLU(inplace)
    (5): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
    (6): Conv2d(192, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (7): ReLU(inplace)
    (8): Conv2d(384, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (9): ReLU(inplace)
    (10): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (11): ReLU(inplace)
    (12): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (classifier): Sequential(
    (0): Dropout(p=0.5)
    (1): Linear(in_features=9216, out_features=4096, bias=True)
    (2): ReLU(inplace)
    (3): Dropout(p=0.5)
    (4): Linear(in_features=4096, out_features=4096, bias=True)
    (5): Linear(in_features=4096, out_features=46, bias=True)
  )
)
Train Epoch: 1 [0/78200 (0%)]	Train Loss: 9.262924	Val Loss: 8.782635	Val Acc: 5
Train Epoch: 1 [5120/78200 (7%)]	Train Loss: 70.716949	Val Loss: 57.196667	Val Acc: 14
Train Epoch: 1 [10240/78200 (13%)]	Train Loss: 30.360964	Val Loss: 29.270981	Val Acc: 18
Train Epoch: 1 [15360/78200 (20%)]	Train Loss: 10.854151	Val Loss: 10.569821	Val Acc: 40
Train Epoch: 1 [20480/78200 (26%)]	Train Loss: 3.906429	Val Loss: 3.757814	Val Acc: 53
Train Epoch: 1 [25600/78200 (33%)]	Train Loss: 1.516037	Val Loss: 1.471093	Val Acc: 74
Train Epoch: 1 [30720/78200 (39%)]	Train Loss: 1.179233	Val Loss: 0.795936	Val Acc: 82
Train Epoch: 1 [35840/78200 (46%)]	Train Loss: 0.547066	Val Loss: 0.601402	Val Acc: 85
Train Epoch: 1 [40960/78200 (52%)]	Train Loss: 0.477160	Val Loss: 0.432826	Val Acc: 88
Train Epoch: 1 [46080/78200 (59%)]	Train Loss: 0.371703	Val Loss: 0.440678	Val Acc: 87
Train Epoch: 1 [51200/78200 (65%)]	Train Loss: 0.366389	Val Loss: 0.325492	Val Acc: 90
Train Epoch: 1 [56320/78200 (72%)]	Train Loss: 0.346761	Val Loss: 0.258786	Val Acc: 92
Train Epoch: 1 [61440/78200 (78%)]	Train Loss: 0.253311	Val Loss: 0.292747	Val Acc: 92
Train Epoch: 1 [66560/78200 (85%)]	Train Loss: 0.280992	Val Loss: 0.216339	Val Acc: 93
Train Epoch: 1 [71680/78200 (92%)]	Train Loss: 0.210904	Val Loss: 0.256157	Val Acc: 92
Train Epoch: 1 [76800/78200 (98%)]	Train Loss: 0.238135	Val Loss: 0.195824	Val Acc: 94
Train Epoch: 2 [0/78200 (0%)]	Train Loss: 0.634445	Val Loss: 0.211437	Val Acc: 93
Train Epoch: 2 [5120/78200 (7%)]	Train Loss: 0.176089	Val Loss: 0.176892	Val Acc: 94
Train Epoch: 2 [10240/78200 (13%)]	Train Loss: 0.277365	Val Loss: 0.171814	Val Acc: 95
Train Epoch: 2 [15360/78200 (20%)]	Train Loss: 0.149329	Val Loss: 0.167129	Val Acc: 94
Train Epoch: 2 [20480/78200 (26%)]	Train Loss: 0.129227	Val Loss: 0.195116	Val Acc: 94
Train Epoch: 2 [25600/78200 (33%)]	Train Loss: 0.175724	Val Loss: 0.165084	Val Acc: 95
Train Epoch: 2 [30720/78200 (39%)]	Train Loss: 0.120635	Val Loss: 0.127650	Val Acc: 96
Train Epoch: 2 [35840/78200 (46%)]	Train Loss: 0.138941	Val Loss: 0.129312	Val Acc: 96
Train Epoch: 2 [40960/78200 (52%)]	Train Loss: 0.116305	Val Loss: 0.150518	Val Acc: 95
Train Epoch: 2 [46080/78200 (59%)]	Train Loss: 0.155520	Val Loss: 0.123351	Val Acc: 96
Train Epoch: 2 [51200/78200 (65%)]	Train Loss: 0.130656	Val Loss: 0.108566	Val Acc: 96
Train Epoch: 2 [56320/78200 (72%)]	Train Loss: 0.138688	Val Loss: 0.117179	Val Acc: 96
Train Epoch: 2 [61440/78200 (78%)]	Train Loss: 0.118805	Val Loss: 0.124198	Val Acc: 96
Train Epoch: 2 [66560/78200 (85%)]	Train Loss: 0.128904	Val Loss: 0.116312	Val Acc: 96
Train Epoch: 2 [71680/78200 (92%)]	Train Loss: 0.103248	Val Loss: 0.109864	Val Acc: 97
Train Epoch: 2 [76800/78200 (98%)]	Train Loss: 0.198428	Val Loss: 0.112256	Val Acc: 96
